frame_idx,module_a,module_b,module_c,module_d,total
224,0.000269130,0.049785877,0.008455162,0.072358137,0.130905810
225,0.000271082,0.069364170,0.008470137,0.072177266,0.150314337
226,0.000276106,0.022784589,0.008392855,0.073111541,0.104601827
227,0.000282475,0.024988606,0.008411704,0.072914350,0.106630319
228,0.000271818,0.038041698,0.008464506,0.073653417,0.120463440
229,0.000284106,0.010947254,0.008387191,0.073649609,0.093303010
230,0.000292427,0.035153046,0.008604127,0.073009490,0.117094259
231,0.000281578,0.022418782,0.008393975,0.073245018,0.104375388
232,0.000269706,0.041401310,0.008995661,0.074995195,0.125693554
233,0.000275978,0.018145313,0.008415480,0.074578155,0.101447791
234,0.000266825,0.059815880,0.008462170,0.077011110,0.145586547
235,0.000287915,0.035248090,0.008439193,0.076882337,0.120888895
236,0.000264074,0.023714767,0.008348854,0.075105343,0.107465614
237,0.000353773,0.068133820,0.008866056,0.093136796,0.170524751
238,0.000372238,0.026601754,0.009750922,0.076532980,0.113291686
239,0.000356141,0.036822677,0.008667553,0.075447212,0.121321775
240,0.000364110,0.042727087,0.008703074,0.075887676,0.127715517
241,0.000325612,0.029265948,0.012064255,0.076594582,0.118286335
242,0.000297323,0.020095113,0.009500896,0.076065379,0.105988984
243,0.000278346,0.031766298,0.008581566,0.076251561,0.116912172
244,0.000362989,0.026100263,0.008484187,0.076861568,0.111843024
245,0.000272490,0.018921053,0.008338485,0.077431285,0.104994258
246,0.000262985,0.014795108,0.008368886,0.080649325,0.104108818
247,0.000267305,0.039239118,0.008361814,0.077895334,0.125797334
248,0.000266954,0.025978691,0.008335893,0.077795299,0.112412358
249,0.000510771,0.013340815,0.008363574,0.078623649,0.100875162
250,0.000262826,0.038785149,0.008479994,0.078043308,0.125607470
251,0.000263210,0.018605809,0.008353814,0.077987114,0.105241019
252,0.000262634,0.038222505,0.008637248,0.078100206,0.125255937
253,0.000279435,0.034601346,0.008434169,0.079714762,0.123067024
254,0.000263369,0.015098191,0.008346197,0.082428462,0.106167934
255,0.000258473,0.047473088,0.008305044,0.081229186,0.137298912
256,0.000267178,0.025749018,0.008390167,0.082801437,0.117241944
257,0.000263018,0.018655572,0.008385334,0.079353468,0.106687921
258,0.000263146,0.014186190,0.008477306,0.079519426,0.102476341
259,0.000271018,0.036285440,0.008703011,0.079524579,0.124816305
260,0.000264265,0.022180950,0.008385591,0.079568804,0.110432092
261,0.000268618,0.019314508,0.008581342,0.081958205,0.110155922
262,0.000264650,0.031474830,0.008400983,0.080679630,0.120856030
263,0.000259530,0.031212773,0.008459417,0.080742416,0.120705913
264,0.000259913,0.022746411,0.008525596,0.097467644,0.129031949
265,0.000378894,0.017426182,0.008754596,0.080650444,0.107244517
266,0.000361069,0.032630937,0.009640581,0.084528924,0.127192297
267,0.000350125,0.025890848,0.009026703,0.082007967,0.117308059
268,0.000353549,0.026690141,0.008878057,0.083682877,0.119637841
269,0.000288619,0.016692203,0.011919226,0.082485137,0.111417057
270,0.000263786,0.031230726,0.009135250,0.082010558,0.122671714
271,0.000258250,0.025572915,0.008578621,0.084267794,0.118707598
272,0.000252777,0.043509613,0.008759364,0.083704861,0.136256600
273,0.000458385,0.010331135,0.008765829,0.082992227,0.102579801
274,0.000252266,0.016903410,0.008710243,0.082734522,0.108630937
275,0.000258025,0.017912696,0.008842439,0.083097608,0.110148338
276,0.000253929,0.012079360,0.008451513,0.083422675,0.104239126
277,0.000256873,0.035269882,0.008531196,0.083308975,0.127399344
278,0.000270794,0.047234935,0.008466522,0.083386642,0.139392141
279,0.000254794,0.012065023,0.008648641,0.083776256,0.104776587
280,0.000255210,0.021517437,0.009121042,0.086482949,0.117411423
281,0.000274826,0.027345557,0.008662465,0.083874083,0.120190150
282,0.000361038,0.022456384,0.008907466,0.084775909,0.116544223
283,0.000258922,0.017442726,0.008479450,0.084902698,0.111113461
284,0.000257674,0.012605203,0.008851560,0.084888937,0.106634543
285,0.000252425,0.034736935,0.008961548,0.085697736,0.129685894
286,0.000260458,0.030743475,0.008460761,0.086327263,0.125827734
287,0.000261801,0.022251384,0.008643393,0.084956716,0.116144815
288,0.000257354,0.033780004,0.008385879,0.085296857,0.127752030
289,0.000260873,0.017269088,0.008578462,0.085516641,0.111659274
290,0.000271946,0.033012647,0.008516124,0.086002291,0.127838497
291,0.000258890,0.010512582,0.008435480,0.085984242,0.105220539
292,0.000254666,0.027915530,0.008906506,0.094687477,0.131798612
293,0.000354253,0.014846886,0.008936363,0.086028339,0.110197300
294,0.000349613,0.024094972,0.008565597,0.086802513,0.119848345
295,0.000253833,0.043862842,0.008448217,0.086808721,0.139406926
296,0.000254793,0.029168505,0.008927787,0.087028057,0.125412743
297,0.000352877,0.037343432,0.008535580,0.087613199,0.133876385
298,0.000254890,0.033792932,0.008587902,0.088135234,0.130802223
299,0.000275658,0.026435411,0.009034095,0.087699762,0.123477663
300,0.000262154,0.024626736,0.008894825,0.092951060,0.126769337
301,0.000346221,0.029888756,0.008736068,0.088008669,0.127014818
302,0.000262922,0.034455037,0.008418936,0.087831095,0.130998998
303,0.000250378,0.045267373,0.008518492,0.088470191,0.142538690
304,0.000255433,0.060298939,0.008619679,0.089259947,0.158465999
305,0.000291147,0.014620606,0.008554109,0.089894915,0.113395497
306,0.000263242,0.032827040,0.008498619,0.089295213,0.130943828
307,0.000262154,0.052737411,0.008570045,0.089948613,0.151553328
308,0.000262089,0.013228298,0.008621407,0.090332851,0.112475912
309,0.000262506,0.067403457,0.008470170,0.090334771,0.166502297
310,0.000258601,0.034431323,0.008539004,0.090185230,0.133448880
311,0.000261578,0.028941873,0.008655553,0.090578492,0.128470585
312,0.000261257,0.045546967,0.008495482,0.091351225,0.145687895
313,0.000257769,0.047969074,0.008625792,0.090579388,0.147462104
314,0.000248681,0.028515681,0.009137619,0.091491326,0.129423035
315,0.000288939,0.047185557,0.008817223,0.092046451,0.148373850
316,0.000260426,0.039031591,0.008467258,0.092434753,0.140229452
317,0.000260586,0.021030668,0.008567229,0.092464002,0.122352918
318,0.000256553,0.043892795,0.008553821,0.092427553,0.145159139
319,0.000258506,0.046231089,0.008805638,0.092255514,0.147580796
320,0.000263370,0.025817693,0.008574493,0.092440641,0.127128774
321,0.000253161,0.030992892,0.008562526,0.092598247,0.132437899
322,0.000287243,0.056641651,0.008749605,0.092933075,0.158643735
323,0.000259178,0.034202100,0.008724259,0.093437191,0.136656392
324,0.000259018,0.084406232,0.008508699,0.093555466,0.186766025
325,0.000259146,0.029346015,0.008570110,0.093166524,0.131373252
326,0.000284042,0.054972501,0.009077008,0.093830773,0.158197061
327,0.000346477,0.031617524,0.008832808,0.093431494,0.134260879
328,0.000351437,0.052994220,0.008776645,0.093784851,0.155939250
329,0.000258537,0.023023478,0.008611231,0.093901912,0.125828759
330,0.000298027,0.073913555,0.012100193,0.101160740,0.187511172
331,0.000874848,0.048883860,0.009208597,0.094175905,0.153179627
332,0.000346637,0.040394873,0.008757604,0.094895772,0.144430727
333,0.000337773,0.039980233,0.008965836,0.094251588,0.143569416
334,0.000334988,0.039616988,0.008847080,0.094139104,0.142975985
335,0.000343885,0.029727534,0.008552125,0.094733910,0.133389135
336,0.000247882,0.016601671,0.008536605,0.099399779,0.124818225
337,0.000243945,0.029464420,0.008776357,0.094773976,0.133291179
338,0.000241705,0.053749896,0.008558141,0.095582550,0.158164964
339,0.000260426,0.019956355,0.008576381,0.095153638,0.123982802
340,0.000239209,0.030372774,0.008650720,0.095650872,0.134946888
341,0.000258665,0.028949104,0.008519611,0.096136522,0.133899585
342,0.000249289,0.033647966,0.008656000,0.096300272,0.138884954
343,0.000251049,0.043873370,0.008524156,0.100832441,0.153511384
344,0.000249610,0.065048042,0.008605887,0.097239443,0.171175303
345,0.000253834,0.014383445,0.008572062,0.096928680,0.120169349
346,0.000248777,0.032081029,0.008767621,0.097333527,0.138463819
347,0.000242665,0.026360177,0.008776358,0.097498781,0.132927742
348,0.000249865,0.024416969,0.008976813,0.097804072,0.131484040
349,0.000243657,0.021253523,0.008621631,0.098327292,0.128476345
350,0.000253386,0.020221453,0.008706722,0.098052881,0.127271660
351,0.000251337,0.040097005,0.008590462,0.098579877,0.147550267
352,0.000250698,0.037637043,0.008502107,0.098415327,0.144838359
353,0.000248425,0.016717291,0.009124786,0.098913682,0.125036793
354,0.000241033,0.016840176,0.008559101,0.099289824,0.124961303
355,0.000253929,0.015599266,0.008688162,0.099498087,0.124073270
356,0.000250505,0.018848858,0.008793574,0.099653133,0.127576247
357,0.000254986,0.028915823,0.008601150,0.099145881,0.136951251
358,0.000259946,0.020585403,0.008641408,0.099353250,0.128872039
359,0.000249225,0.027166511,0.008603263,0.100655346,0.136705834
360,0.000270442,0.020886086,0.008699074,0.100620688,0.130512260
361,0.000252073,0.075633363,0.008677090,0.100657138,0.185254992
362,0.000250570,0.030310787,0.008558333,0.100389416,0.139540787
363,0.000241096,0.027982797,0.008572670,0.100921147,0.137751121
364,0.000248841,0.030181247,0.008728803,0.100807255,0.139998915
365,0.000261194,0.044859422,0.008558493,0.102139849,0.155853679
366,0.000391566,0.020978346,0.008695522,0.124255548,0.154358520
367,0.000347021,0.022268793,0.009079792,0.101669015,0.133397967
368,0.000976548,0.047752841,0.008927883,0.122345846,0.180038543
369,0.000353613,0.042976985,0.009002765,0.145548561,0.197915845
370,0.000345901,0.023499335,0.009118322,0.123114866,0.156112505
371,0.000345069,0.018943902,0.008820262,0.103156238,0.131297921
372,0.000343725,0.024492235,0.008693730,0.102089799,0.135653602
373,0.000261482,0.020297809,0.008615135,0.102205803,0.131414342
374,0.000245417,0.022994868,0.008695202,0.102785281,0.134754177
375,0.000252266,0.032661658,0.008625056,0.103010345,0.144582317
376,0.000254185,0.035990550,0.008587326,0.103189199,0.148055534
377,0.000252937,0.040616641,0.008648513,0.103370678,0.152917699
378,0.000263082,0.041026064,0.008503067,0.103386935,0.153216365
379,0.000248009,0.017140156,0.008604863,0.103979949,0.130002897
380,0.000262794,0.028999122,0.008583294,0.104618148,0.142495104
381,0.000241321,0.022970867,0.008564893,0.104782155,0.136596293
382,0.000258378,0.032897283,0.008695682,0.103987341,0.145874205
383,0.000256073,0.013131014,0.008755749,0.105236348,0.127409521
384,0.000258826,0.029227387,0.008773094,0.104902575,0.143196698
385,0.000255433,0.038235272,0.008656704,0.106256481,0.153434805
386,0.000259146,0.027493403,0.008714691,0.106077019,0.142578595
387,0.000252842,0.036804852,0.008636896,0.105463300,0.151189442
388,0.000253609,0.046341141,0.008643168,0.105361568,0.160631136
389,0.000241737,0.043054747,0.008474330,0.106115932,0.157917883
390,0.000250698,0.026100359,0.008479834,0.106270338,0.141137358
391,0.000253353,0.031396460,0.008680321,0.108934052,0.149298332
392,0.000268138,0.027104332,0.009114898,0.106821591,0.143341696
393,0.000250857,0.024416937,0.008658817,0.107145378,0.140506455
394,0.000241801,0.016703274,0.008560957,0.106728275,0.132265925
395,0.000254122,0.031781530,0.008927179,0.107300904,0.148296375
396,0.000362797,0.034304152,0.008554269,0.107095040,0.150349700
397,0.000252937,0.020046887,0.008543421,0.107565842,0.136440319
398,0.000271114,0.027091852,0.008825895,0.107551153,0.143771792
399,0.000262954,0.033778500,0.008711651,0.107967393,0.150753650
400,0.000250314,0.028336282,0.008659713,0.107976001,0.145256263
401,0.000239177,0.021309013,0.008703746,0.108690012,0.138973373
402,0.000251754,0.043859481,0.008502587,0.109277074,0.161921712
403,0.000252553,0.033104427,0.008830919,0.108819840,0.151042557
404,0.000262314,0.028884174,0.008486939,0.108773503,0.146438802
405,0.000262057,0.038191591,0.008595166,0.109280305,0.156362882
406,0.000277706,0.018819545,0.008735972,0.109126412,0.136995604
407,0.000265705,0.046269202,0.008669314,0.109651903,0.164891390
408,0.000243497,0.025199686,0.008851848,0.109747907,0.144074586
409,0.000263082,0.028783019,0.008689602,0.110112080,0.147881128
410,0.000255305,0.031545425,0.008674721,0.110705894,0.151214787
411,0.000271946,0.019067651,0.008552957,0.110350649,0.138280515
412,0.000262954,0.031543825,0.008514299,0.110599906,0.150957849
413,0.000262857,0.031975649,0.008570557,0.111336157,0.152179943
414,0.000250922,0.016589479,0.008558333,0.111866897,0.137298976
415,0.000266314,0.062142911,0.009175828,0.112236703,0.183857853
416,0.000260010,0.026088807,0.008902218,0.112148379,0.147432183
417,0.000269770,0.039446390,0.008447545,0.111789070,0.159988072
418,0.000263977,0.025001278,0.008480315,0.112445382,0.146225707
419,0.000262346,0.016048115,0.009688615,0.112522185,0.138555150
420,0.000269738,0.059676195,0.008798438,0.112452839,0.181237116
421,0.000271882,0.014255184,0.008651745,0.112489352,0.135702533
422,0.000261226,0.043209377,0.008438841,0.112417030,0.164360650
423,0.000272970,0.028358106,0.008529916,0.112819284,0.150015767
424,0.000270570,0.059264820,0.008569054,0.112895895,0.181036245
425,0.000266762,0.013541173,0.008539452,0.114054402,0.136436576
426,0.000269706,0.039150667,0.008695554,0.113994688,0.162144248
427,0.000261802,0.020232718,0.008687234,0.113341832,0.142559970
428,0.000260810,0.030578669,0.008600286,0.114092195,0.153567578
429,0.000262922,0.025047520,0.008651041,0.113855067,0.147850438
430,0.000269770,0.047697991,0.008582078,0.117629542,0.174216408
431,0.000257289,0.042773137,0.008471258,0.115007685,0.166541755
432,0.000268234,0.051672794,0.008528924,0.115485079,0.175989689
433,0.000268010,0.022176373,0.008604255,0.115220429,0.146315886
434,0.000344620,0.037065213,0.008474810,0.115280303,0.161201014
