frame_idx,module_a,module_b,module_c,module_d,total
435,0.000264842,0.022564324,0.008991661,0.115231278,0.147083818
436,0.000265866,0.024205057,0.008507355,0.115250542,0.148263158
437,0.000344140,0.056990335,0.008494747,0.116018602,0.181881012
438,0.000260969,0.030565132,0.008491803,0.115778466,0.155131540
439,0.000265706,0.016887058,0.008507132,0.115823652,0.141519420
440,0.000256713,0.047630245,0.008573854,0.116677443,0.173171696
441,0.000272747,0.025475088,0.008631968,0.116394905,0.150808372
442,0.000269898,0.031074176,0.009593187,0.117214551,0.158185541
443,0.000253514,0.008914922,0.011522794,0.117558628,0.138284612
444,0.000270634,0.023583530,0.009107217,0.117440543,0.150436390
445,0.000265450,0.013190153,0.008383511,0.117354301,0.139227623
446,0.000271626,0.011318948,0.008544668,0.118422948,0.138593487
447,0.000259082,0.012768921,0.008644577,0.118349409,0.140058566
448,0.000268202,0.028598692,0.008657633,0.118006389,0.155565028
449,0.000263274,0.018565296,0.008520476,0.123584483,0.150967386
450,0.000264330,0.024745397,0.008439545,0.118813651,0.152314123
451,0.000263978,0.019001120,0.008595774,0.118803218,0.146700508
452,0.000258569,0.012882078,0.008582110,0.119491948,0.141249426
453,0.000251657,0.031292392,0.008601375,0.119742325,0.159920773
454,0.000257161,0.016619079,0.008709378,0.119341062,0.144957531
455,0.000273450,0.041190486,0.008796902,0.118805522,0.169098681
456,0.000269098,0.030390086,0.008553597,0.119808023,0.159054917
457,0.000248553,0.035919059,0.008602719,0.119306085,0.164108225
458,0.000266474,0.028344090,0.008639008,0.120254312,0.157535725
459,0.000268650,0.037555247,0.008461978,0.120485424,0.166805381
460,0.000266858,0.010373408,0.008652288,0.120086146,0.139413709
461,0.000259209,0.027486746,0.008726436,0.120741274,0.157248066
462,0.000333580,0.017021687,0.008811655,0.121221196,0.147421079
463,0.000253098,0.017607468,0.008746116,0.121675997,0.148317944
464,0.000259498,0.023184283,0.009016494,0.121981832,0.154475132
465,0.000346029,0.021037196,0.009003629,0.122129677,0.152549620
466,0.000251946,0.017868790,0.009157203,0.121929702,0.149246906
467,0.000241193,0.020713728,0.008730691,0.121952326,0.151665428
468,0.000243593,0.027923275,0.008572701,0.121880196,0.158650582
469,0.000247113,0.013342223,0.009820524,0.122446681,0.145889661
470,0.000253993,0.018697973,0.008690114,0.122312564,0.149988310
471,0.000260745,0.018586992,0.008912362,0.122923211,0.150719921
472,0.000266986,0.036682544,0.008922314,0.121956167,0.167865068
473,0.000261002,0.033642303,0.009184148,0.122928842,0.166049801
474,0.000263529,0.011750643,0.008868489,0.123509249,0.144425960
475,0.000264298,0.027605151,0.008587839,0.124359136,0.160847656
476,0.000254986,0.017868822,0.008777094,0.124552615,0.151485005
477,0.000260233,0.024809655,0.008951404,0.123989010,0.158044928
478,0.000359726,0.019744540,0.009073872,0.124877652,0.154092014
479,0.000336524,0.031639252,0.009005582,0.124798032,0.165811391
480,0.000360173,0.033632702,0.008916106,0.125756404,0.168703435
481,0.000348589,0.035027986,0.008851208,0.125711090,0.169974778
482,0.000346604,0.025128355,0.008868905,0.126571890,0.160947628
483,0.000356558,0.029859762,0.008837255,0.125867832,0.164957088
484,0.000342349,0.014829894,0.008792518,0.126080352,0.150074265
485,0.000353005,0.026418643,0.008777477,0.126178659,0.161763114
486,0.000344845,0.025485392,0.009544194,0.125455465,0.160864008
487,0.000351213,0.028390588,0.010037236,0.127027299,0.165843073
488,0.000355053,0.024886362,0.008769285,0.126863164,0.160906155
489,0.000354574,0.044296841,0.008946188,0.126785594,0.180415997
490,0.000347437,0.015952239,0.012708471,0.129702789,0.158742746
491,0.000352653,0.044917665,0.009514304,0.127013730,0.181836689
492,0.000348621,0.023021909,0.009808652,0.127096422,0.160308532
493,0.000270506,0.027442873,0.008641504,0.127540310,0.163928858
494,0.000255817,0.033475480,0.008764005,0.127869986,0.170397642
495,0.000269258,0.039934696,0.008918923,0.128094090,0.177253479
496,0.000263658,0.019836927,0.009159828,0.129625795,0.158914720
497,0.000255049,0.029597448,0.008607743,0.128871591,0.167366457
498,0.000257514,0.017193533,0.008803238,0.128860806,0.155146421
499,0.000263498,0.055599116,0.009060815,0.128457655,0.193414015
500,0.000256874,0.014631582,0.008627040,0.128362900,0.151908541
501,0.000260073,0.035053490,0.008785029,0.129574786,0.173708389
502,0.000288363,0.047859246,0.008869673,0.129716934,0.186768040
503,0.000258249,0.028204373,0.008533244,0.130817551,0.167845644
504,0.000257961,0.017217278,0.008469753,0.130063699,0.156042838
505,0.000262538,0.036205054,0.008658529,0.130278651,0.175438309
506,0.000259881,0.013559542,0.008683426,0.130043731,0.152578326
507,0.000260970,0.018618162,0.008707523,0.130244698,0.157866393
508,0.000265546,0.034319800,0.008697570,0.130812943,0.174133620
509,0.000260714,0.031681398,0.008603486,0.131348834,0.171927619
510,0.000261546,0.031424589,0.008673698,0.131773586,0.172169196
511,0.000266090,0.029912404,0.008585951,0.131077977,0.169874647
512,0.000253514,0.017289824,0.008623711,0.132437100,0.158637430
513,0.000265994,0.030703602,0.008622592,0.132147713,0.171776285
514,0.000282858,0.032898947,0.008687394,0.131819764,0.173723397
515,0.000260585,0.016565926,0.008917194,0.132311527,0.158086593
516,0.000340845,0.028539298,0.008771109,0.131756338,0.169442854
517,0.000260458,0.020071784,0.008714979,0.132556016,0.161636069
518,0.000258313,0.030700625,0.008709027,0.132691221,0.172394131
519,0.000351085,0.020361650,0.008962124,0.133079107,0.162787312
520,0.000262026,0.035793198,0.008709219,0.133331917,0.178130952
521,0.000261833,0.026918821,0.008703427,0.133975844,0.169894263
522,0.000249257,0.013088133,0.008697634,0.138222721,0.160292212
523,0.000254538,0.026284302,0.008693570,0.133809886,0.169074681
524,0.000266634,0.017529162,0.008684130,0.135464379,0.161975537
525,0.000257674,0.032729885,0.008731652,0.134983785,0.176736565
526,0.000264681,0.026451252,0.009375387,0.135285972,0.171409616
527,0.000263434,0.029120887,0.008654785,0.135379929,0.173454715
528,0.000263338,0.019874080,0.008766565,0.134663294,0.163603214
529,0.000260681,0.027837735,0.008841288,0.135531134,0.172505463
530,0.000259242,0.028804748,0.008537948,0.134770114,0.172405588
531,0.000265674,0.019885985,0.008879593,0.135531070,0.164597171
532,0.000348525,0.028572418,0.008787686,0.135161104,0.172900295
533,0.000272618,0.020169771,0.008548957,0.135882827,0.164911519
534,0.000269098,0.025819836,0.008508444,0.136102387,0.170736086
535,0.000261770,0.011025017,0.008771749,0.136597062,0.156687182
536,0.000272458,0.029893843,0.009009230,0.136841806,0.176053275
537,0.000260041,0.016485346,0.008637088,0.137227357,0.162641803
538,0.000257706,0.031429068,0.008666561,0.137063479,0.177449519
539,0.000261066,0.015062958,0.008620640,0.137997817,0.161972594
540,0.000256778,0.022009008,0.008634080,0.137654669,0.168589767
541,0.000256425,0.016846161,0.008617567,0.138409641,0.164163523
542,0.000254089,0.015748551,0.008570846,0.137933431,0.162538662
543,0.000268938,0.030490154,0.008704259,0.137931511,0.177428846
544,0.000263978,0.029774767,0.008752485,0.138183712,0.177008542
545,0.000262154,0.030542636,0.009334970,0.138606768,0.178783744
546,0.000262730,0.023703727,0.008870856,0.139039328,0.171912930
547,0.000253225,0.020580763,0.008606367,0.138763190,0.168235066
548,0.000275530,0.017312417,0.009147315,0.139452784,0.166218447
549,0.000264138,0.023350593,0.008672193,0.139828605,0.172151083
550,0.000262762,0.010288925,0.008904682,0.139713944,0.159202187
551,0.000248682,0.035464802,0.008654817,0.139591284,0.183991234
552,0.000259498,0.027245298,0.008842152,0.140603162,0.176983902
553,0.000257322,0.034950383,0.009147827,0.139976578,0.184366896
554,0.000260554,0.024507725,0.008691042,0.140960903,0.174452928
555,0.000258441,0.013452018,0.011749652,0.140671004,0.166163564
556,0.000261769,0.009739945,0.009929392,0.140954759,0.160918859
557,0.000280747,0.024750133,0.008803974,0.141503803,0.175375138
558,0.000350893,0.023703087,0.009087665,0.140920613,0.174099315
559,0.000260682,0.011630319,0.008790981,0.142736937,0.163449993
560,0.000269226,0.011825302,0.008841736,0.142890287,0.163861016
561,0.000270602,0.022075570,0.008772165,0.143280925,0.174433887
562,0.000267114,0.013231850,0.008906666,0.142912367,0.165350702
563,0.000276586,0.026197291,0.009380252,0.143762063,0.179652129
564,0.000266410,0.009956081,0.011229664,0.145265894,0.166753091
565,0.000259018,0.025172453,0.008769861,0.144181023,0.178416563
566,0.000282634,0.012160451,0.009923920,0.143598473,0.165999815
567,0.000257994,0.009114834,0.008655553,0.142962257,0.161023471
568,0.000252521,0.023114488,0.008592447,0.143670475,0.175663116
569,0.000251305,0.014360052,0.008792646,0.143814416,0.167251606
570,0.000278794,0.012737112,0.008750500,0.143936725,0.165737821
571,0.000344268,0.025638262,0.008892649,0.143723309,0.178636379
572,0.000376174,0.011069818,0.008784646,0.144322467,0.164586899
573,0.000339436,0.010676811,0.008700610,0.144168382,0.163919801
574,0.000351821,0.024424425,0.008837095,0.144493450,0.178140425
575,0.000352013,0.025835037,0.009035407,0.144985852,0.180241879
576,0.000344620,0.013998278,0.009506912,0.146002914,0.169886679
577,0.000359886,0.022701385,0.008969581,0.145819067,0.177889535
578,0.000355661,0.012035518,0.009046095,0.145811418,0.167282711
579,0.000344333,0.022503010,0.009065328,0.145861245,0.177806748
580,0.000350381,0.010208378,0.009073136,0.146902340,0.166567356
581,0.000354413,0.035818575,0.008929002,0.147016935,0.192152687
582,0.000355981,0.018576080,0.009532417,0.146283660,0.174780588
583,0.000353645,0.031200516,0.008920811,0.146413809,0.186923982
584,0.000344620,0.038045633,0.008980684,0.147213166,0.194619724
585,0.000344973,0.037590993,0.008881129,0.147108586,0.193961235
586,0.000334092,0.017068729,0.009020078,0.147584060,0.174038704
587,0.000332588,0.038411567,0.009000654,0.148363321,0.196144996
588,0.000352461,0.018810521,0.008888170,0.147026664,0.175109592
589,0.000369294,0.034360090,0.008891561,0.147855142,0.191510936
590,0.000344365,0.017053432,0.008946220,0.147157324,0.173532382
591,0.000338733,0.037404874,0.009012942,0.147872487,0.194663117
592,0.000333709,0.029105015,0.008902474,0.148818442,0.187191704
593,0.000347085,0.033496217,0.008896298,0.147646719,0.190421712
594,0.000346733,0.037399402,0.008771429,0.147861735,0.194413891
595,0.000341133,0.028691559,0.008914763,0.148131537,0.186111408
596,0.000364557,0.022026320,0.009015598,0.148327704,0.179768133
597,0.000338733,0.031512911,0.009181652,0.150508041,0.191575418
598,0.000351117,0.014994124,0.009033647,0.151254116,0.175667981
599,0.000348333,0.042791154,0.008955692,0.150514217,0.202649269
600,0.000365262,0.017363012,0.008906954,0.151534095,0.178202091
601,0.000342445,0.033185614,0.008932683,0.154025579,0.196520369
602,0.000346413,0.016771853,0.008925259,0.152073091,0.178149001
603,0.000360270,0.020006598,0.008965036,0.150737553,0.180104434
604,0.000342252,0.044532658,0.009430813,0.152478929,0.206819439
605,0.000347533,0.018598225,0.008881161,0.153293072,0.181153016
606,0.000350029,0.052972971,0.008875849,0.152660025,0.214894843
607,0.000368813,0.013244395,0.009422878,0.154444442,0.177513202
608,0.000345133,0.034531135,0.008919243,0.152463121,0.196290153
609,0.000349325,0.012912991,0.008980557,0.153686942,0.175961304
610,0.000340781,0.033147948,0.008976685,0.152539188,0.195037914
611,0.000338892,0.017488328,0.008699170,0.152405231,0.178966152
612,0.000352365,0.012430189,0.008780293,0.153097096,0.174692489
613,0.000354957,0.040673155,0.008672513,0.153216077,0.202951968
614,0.000350349,0.012411372,0.008988685,0.153611931,0.175401923
615,0.000348461,0.017857334,0.009006414,0.154627841,0.181872210
616,0.000352205,0.030987773,0.008934891,0.154707556,0.195015578
617,0.000345645,0.024454090,0.008983469,0.155123124,0.188942809
618,0.000356045,0.012936512,0.008963276,0.156091736,0.178379249
619,0.000354925,0.012104864,0.009017550,0.156081815,0.177590964
620,0.000351821,0.021369848,0.009082064,0.155103859,0.185941834
621,0.000381519,0.013604120,0.008986061,0.156022837,0.179031050
622,0.000350701,0.008419992,0.008890441,0.156589994,0.174283834
623,0.000354157,0.024600367,0.008903786,0.156177210,0.190071043
624,0.000353613,0.011840278,0.008879401,0.156388194,0.177495697
625,0.000354701,0.009914895,0.008978125,0.156778961,0.176059675
626,0.000354413,0.028835373,0.009462463,0.157158495,0.195844408
627,0.000370382,0.012850780,0.008970604,0.157131262,0.179356982
628,0.000365869,0.034804394,0.008742308,0.156638700,0.200586601
629,0.000362670,0.053103760,0.008804070,0.156739312,0.219046228
630,0.000348589,0.024175008,0.008826791,0.156832915,0.190216584
631,0.000350701,0.065223889,0.008776229,0.157755478,0.232138073
632,0.000342445,0.019696314,0.008765925,0.158102818,0.186942895
633,0.000356590,0.047958897,0.009351739,0.156583498,0.214281956
634,0.000347341,0.020004773,0.008819335,0.157076252,0.186282838
635,0.000349100,0.027981901,0.009224054,0.157531085,0.195120222
636,0.000354861,0.040473084,0.008869065,0.158151108,0.207884278
637,0.000359950,0.020943848,0.008759525,0.157461130,0.187558086
638,0.000351373,0.045389041,0.008771973,0.156492006,0.211039019
639,0.000349261,0.021508605,0.009835884,0.158182565,0.189911133
640,0.000359789,0.042858420,0.008573182,0.158331691,0.210158251
641,0.000357549,0.043122654,0.009168020,0.158727321,0.211410457
642,0.000353517,0.016935123,0.009130322,0.159047141,0.185501049
643,0.000353165,0.045186570,0.008692098,0.159771104,0.214041851
644,0.000363022,0.024160351,0.008550652,0.159352528,0.192462523
645,0.000357101,0.039650653,0.008823911,0.158490961,0.207358051
646,0.000360494,0.020388499,0.008682593,0.159545047,0.189011835
647,0.000360974,0.015108912,0.008933387,0.161007246,0.185445239
648,0.000353677,0.027906186,0.010023828,0.158538290,0.196858942
649,0.000382894,0.016784685,0.008732355,0.159252972,0.185190638
650,0.000358317,0.011053946,0.008611007,0.160382006,0.180440413
651,0.000353229,0.014363700,0.009700360,0.159736159,0.184191017
652,0.000356045,0.037442124,0.008648832,0.161054479,0.207537834
653,0.000381230,0.021317206,0.008573694,0.160265650,0.190573430
654,0.000358925,0.015823722,0.009655237,0.160346325,0.186221268
655,0.000361550,0.031163203,0.008576158,0.161754729,0.201893625
656,0.000348493,0.015165842,0.011169502,0.161914031,0.188634254
657,0.000357837,0.012045695,0.009685863,0.161220117,0.183344746
658,0.000360941,0.010241788,0.008599487,0.161141203,0.180379900
659,0.000358318,0.036878359,0.008527100,0.161334106,0.207133883
660,0.000337708,0.017133627,0.008601631,0.161293305,0.187398432
661,0.000358062,0.013998151,0.008581758,0.162058837,0.185028040
662,0.000347693,0.017795636,0.008558909,0.161910255,0.188646093
663,0.000367502,0.015477149,0.008555325,0.162264892,0.186700069
664,0.000348685,0.040281909,0.008552125,0.163234401,0.212452928
665,0.000363789,0.019413967,0.008514236,0.162524390,0.190854079
666,0.000347725,0.023102168,0.008742403,0.163940154,0.196170212
667,0.000356429,0.043513549,0.008583422,0.163028793,0.215520465
668,0.000355982,0.028415037,0.008550429,0.164467822,0.201824470
669,0.000350797,0.017968058,0.008515292,0.164452365,0.191325297
670,0.000355597,0.030903129,0.008637792,0.163872439,0.203804224
671,0.000346188,0.016364990,0.008672418,0.164335049,0.189754423
672,0.000357005,0.012303720,0.008648448,0.164004668,0.185348307
673,0.000346797,0.011725394,0.009741193,0.165105638,0.186950767
674,0.000347693,0.020437621,0.008813895,0.164469358,0.194101080
675,0.000351085,0.009464446,0.008857993,0.166585916,0.185290578
676,0.000346477,0.009594564,0.008754308,0.165142983,0.183869629
677,0.000363533,0.011800213,0.008895082,0.164890045,0.185982475
678,0.000354669,0.024892218,0.011387846,0.165117317,0.201785429
679,0.000347981,0.011966300,0.009785706,0.166339379,0.188470183
680,0.000337676,0.013034723,0.009980722,0.166158156,0.189544239
681,0.000343373,0.007624987,0.008850920,0.166252720,0.183105761
682,0.000351309,0.006958402,0.012029982,0.167234325,0.186612579
683,0.000353581,0.017732753,0.009415933,0.166116331,0.193653032
684,0.000352333,0.009832397,0.010316830,0.167480030,0.188013462
685,0.000365997,0.009722248,0.009361467,0.167287127,0.186769384
686,0.000358254,0.009846317,0.010238491,0.167220404,0.187696011
687,0.000376686,0.008795718,0.009327098,0.167812074,0.186346936
688,0.000376238,0.008445241,0.009164211,0.167450717,0.185472216
689,0.000357134,0.008360918,0.010030035,0.168642888,0.187422208
690,0.000351533,0.010820817,0.008863945,0.168124725,0.188197437
691,0.000351693,0.011882361,0.009060336,0.168644360,0.189974463
692,0.000385902,0.011619567,0.008995245,0.168432064,0.189466252
693,0.000343565,0.011651920,0.009341146,0.168900658,0.190269162
694,0.000352813,0.029072981,0.008682497,0.169607884,0.207753809
695,0.000337485,0.016909043,0.008885097,0.168301916,0.194463781
696,0.000344044,0.013316333,0.009576547,0.169099258,0.192372952
697,0.000340845,0.008022921,0.008696099,0.171357229,0.188448390
698,0.000349485,0.021718148,0.008777925,0.170049213,0.200928053
699,0.000360333,0.012171715,0.009087600,0.170420586,0.192074700
700,0.000358797,0.015465309,0.008802598,0.170742295,0.195404840
701,0.000356941,0.011818262,0.008793222,0.171058402,0.192059628
702,0.000355341,0.007858115,0.011354501,0.175850260,0.195452490
703,0.000347244,0.006853502,0.010334047,0.170683988,0.188254400
704,0.000347373,0.006538386,0.008949964,0.170962943,0.186859883
705,0.000359758,0.005904635,0.008714563,0.171759260,0.186772744
706,0.000347789,0.007348336,0.009109554,0.171717051,0.188556010
707,0.000360653,0.007362641,0.008895914,0.173457595,0.190110468
708,0.000358733,0.024233698,0.009076656,0.172313489,0.206018705
709,0.000351501,0.010553127,0.009110098,0.172647069,0.192695972
710,0.000347469,0.008144814,0.011971515,0.173870186,0.194366658
711,0.000350989,0.007372146,0.009979026,0.173023947,0.190759612
712,0.000361773,0.007946151,0.010007059,0.172150955,0.190502419
713,0.000354253,0.007969863,0.008953452,0.173737093,0.191048455
714,0.000347692,0.034648964,0.009018414,0.173810152,0.217862121
715,0.000355406,0.013905731,0.009110546,0.173428218,0.196836861
716,0.000361934,0.012804698,0.009000493,0.173274644,0.195477355
717,0.000353901,0.026204555,0.008860392,0.179928011,0.215379372
718,0.000339277,0.015471549,0.008856712,0.177672791,0.202373706
719,0.000359501,0.016683242,0.008960460,0.174697225,0.200736621
720,0.000352814,0.013278124,0.009385212,0.175071991,0.198121773
721,0.000360429,0.035585575,0.008962028,0.174630119,0.219575976
722,0.000357293,0.016071892,0.008699586,0.176240002,0.201406598
723,0.000351437,0.010231227,0.008939659,0.175733391,0.195288452
724,0.000363790,0.009832684,0.008945132,0.175453893,0.194624715
725,0.000358445,0.027487739,0.008907978,0.176346726,0.213138041
726,0.000358509,0.014902216,0.008978444,0.176711315,0.200986455
727,0.000364909,0.009691272,0.008991533,0.176456746,0.195540109
728,0.000363533,0.007666108,0.008772389,0.177099106,0.193939762
729,0.000360974,0.008475994,0.009033327,0.177021055,0.194924791
730,0.000372493,0.007062917,0.008924330,0.177061472,0.193455552
731,0.000354253,0.007228652,0.008765636,0.177869694,0.194255965
732,0.000374957,0.019899265,0.009013806,0.176128542,0.205450813
733,0.000383566,0.013200585,0.008723555,0.176498028,0.198839496
734,0.000360429,0.019237672,0.008706850,0.177555155,0.205893580
735,0.000353165,0.011906649,0.009982482,0.177654326,0.199931312
736,0.000350797,0.010576488,0.009083953,0.178068518,0.198114797
737,0.000358477,0.027622752,0.008685762,0.181523494,0.218226741
738,0.000353613,0.012494191,0.008897930,0.177318538,0.199097905
739,0.000355085,0.010120983,0.009063952,0.178594713,0.198170414
740,0.000359022,0.008052138,0.008915498,0.178542552,0.195906427
741,0.000358317,0.009151827,0.008856680,0.179300787,0.197702973
742,0.000346157,0.007690397,0.008818151,0.178932870,0.195820631
743,0.000352557,0.018048540,0.008865545,0.179820039,0.207121978
744,0.000352301,0.011435975,0.008866984,0.180780971,0.201471081
745,0.000378414,0.010111767,0.009006509,0.179586974,0.199120082
746,0.000358477,0.007543416,0.008902794,0.185155852,0.201997085
747,0.000356334,0.007480629,0.008877481,0.202324937,0.219074261
748,0.000387727,0.007427987,0.008949388,0.180711816,0.197511510
749,0.000362094,0.007825250,0.008893738,0.180588419,0.197702013
750,0.000342252,0.007298862,0.008859849,0.180420029,0.196953954
751,0.000370798,0.009590916,0.010267900,0.180728488,0.200991607
752,0.000355341,0.021048364,0.008903370,0.182069530,0.212412063
753,0.000356813,0.013503380,0.008881161,0.181035635,0.203813760
754,0.000351597,0.012939615,0.009636421,0.181076341,0.204041320
755,0.000337932,0.010195961,0.008956875,0.181167160,0.200689611
756,0.000379790,0.014017863,0.008767173,0.181146712,0.204345203
757,0.000350893,0.024952636,0.009436542,0.182092763,0.216867619
758,0.000343213,0.011780628,0.010081685,0.183631220,0.205869899
759,0.000353901,0.008948524,0.010057748,0.183042526,0.202438125
760,0.000373262,0.009560610,0.008901482,0.183112161,0.201984188
761,0.000359373,0.022489377,0.008797478,0.182630831,0.214312292
762,0.000346989,0.009397756,0.008946572,0.183397835,0.202122593
763,0.000343437,0.007723422,0.008755141,0.183889149,0.200743854
764,0.000341100,0.008185039,0.009006158,0.183360266,0.200926324
765,0.000345037,0.008539421,0.008853896,0.188900855,0.206672777
766,0.000356621,0.018321383,0.008712963,0.184958757,0.212384701
767,0.000353741,0.011011192,0.008885961,0.184829536,0.205112880
768,0.000397871,0.009679719,0.008802918,0.185083754,0.203995334
769,0.000355533,0.008673761,0.008907242,0.184784767,0.202754936
770,0.000359853,0.007921797,0.008889770,0.185633982,0.202840731
771,0.000359886,0.007470901,0.008774789,0.193807181,0.210445941
772,0.000372589,0.007546359,0.008941643,0.185567036,0.202461358
773,0.000352877,0.008080140,0.008793830,0.186072654,0.203332717
774,0.000364654,0.008654401,0.008756708,0.185517721,0.203326894
775,0.000365581,0.012745176,0.008850600,0.186994513,0.208984543
776,0.000357101,0.023731056,0.010492485,0.185994795,0.220609966
777,0.000358861,0.037644403,0.008943660,0.186292630,0.233275267
778,0.000352589,0.025287497,0.008928075,0.187998774,0.222601112
779,0.000346861,0.017174205,0.008766117,0.187850288,0.214175935
780,0.000352461,0.030487433,0.008900618,0.186485246,0.226261791
781,0.000470354,0.024566702,0.008748932,0.187052243,0.220888952
782,0.000351085,0.016713643,0.008801446,0.187230905,0.213132025
783,0.000342477,0.029405090,0.009433502,0.187503075,0.226720784
784,0.000347085,0.013525525,0.012198756,0.188981658,0.215087649
785,0.000360014,0.016830928,0.009954385,0.187951764,0.215132131
786,0.000366061,0.012390699,0.008815654,0.188424293,0.210033766
787,0.000358253,0.019661304,0.008846183,0.187109012,0.216012484
788,0.000356013,0.010303870,0.008710435,0.187904530,0.207308545
789,0.000358477,0.010195674,0.008858793,0.189479468,0.208927005
790,0.000354349,0.008738212,0.008946571,0.189014267,0.207090873
791,0.000363565,0.011033368,0.008896745,0.190190054,0.210520920
792,0.000495539,0.013479284,0.009794571,0.189305830,0.213115416
793,0.000381806,0.008280754,0.008902217,0.192461339,0.210058663
794,0.000354957,0.008002824,0.008847496,0.191262543,0.208501805
795,0.000361069,0.007969800,0.009278136,0.192729541,0.210373555
796,0.000359917,0.023673261,0.008839784,0.192577599,0.225485442
797,0.000356365,0.013048483,0.008779462,0.195927099,0.218147794
798,0.000349069,0.011949850,0.009689223,0.193223831,0.215248263
799,0.000361486,0.008481594,0.009967698,0.191404148,0.210252654
800,0.000348845,0.009677158,0.008894890,0.191119530,0.210073672
801,0.000361198,0.008008265,0.008762725,0.193339036,0.210505080
802,0.000362286,0.010202362,0.008746244,0.192649442,0.211995279
803,0.000356558,0.025789532,0.009193716,0.191652637,0.227028028
804,0.000357709,0.011117467,0.008802246,0.192848425,0.213161274
805,0.000359949,0.010136887,0.008907978,0.192501916,0.211942413
806,0.000360366,0.018568944,0.009475999,0.192787047,0.221228709
807,0.000358958,0.010631018,0.008761637,0.192885067,0.212669576
808,0.000351533,0.012548529,0.010467364,0.194007892,0.217409944
809,0.000352717,0.009730121,0.009677383,0.197793696,0.217590910
810,0.000387342,0.010478436,0.009966545,0.193912880,0.214782422
811,0.000345388,0.010519173,0.008688354,0.195622736,0.215204998
812,0.000359981,0.009701480,0.009037391,0.199433182,0.218570786
813,0.000363565,0.009262967,0.008898986,0.195403080,0.213966392
814,0.000355213,0.032175240,0.008635359,0.196402029,0.237601700
815,0.000380527,0.016521700,0.008869353,0.198572061,0.224381402
816,0.000357869,0.014133996,0.008952492,0.193980435,0.217458873
817,0.000359533,0.012294567,0.008646849,0.198356693,0.219693324
818,0.000358350,0.030020248,0.009225173,0.196669687,0.236311252
819,0.000362414,0.017004566,0.008586078,0.194957143,0.220946234
820,0.000369550,0.014332723,0.008638881,0.195378727,0.218753065
821,0.000385230,0.036189981,0.010130904,0.195569518,0.242313170
822,0.000360462,0.015126256,0.008741668,0.197499893,0.221762809
823,0.000362605,0.013507156,0.008838440,0.195533389,0.218278807
824,0.000386383,0.040166544,0.008705954,0.196003807,0.245303745
825,0.000365197,0.021877290,0.008783814,0.198258386,0.229323473
826,0.000367630,0.020129002,0.008871305,0.196222375,0.225626024
827,0.000365422,0.034772745,0.008836231,0.196856766,0.240870524
828,0.000367310,0.019617750,0.008610975,0.196127523,0.224760872
829,0.000376462,0.011958331,0.012082912,0.197071814,0.221525264
830,0.000364142,0.038425904,0.009805291,0.197404402,0.246035164
831,0.000352333,0.037971231,0.008666881,0.196654518,0.243680389
832,0.000365070,0.036641390,0.008724611,0.196941216,0.242705633
833,0.000366189,0.092643945,0.008841480,0.197712605,0.299599261
834,0.000358733,0.051830817,0.008735300,0.197295022,0.258251937
835,0.000365646,0.164970240,0.008928587,0.198674626,0.372974651
836,0.000365774,0.038969188,0.008886121,0.198956107,0.247212807
837,0.000360846,0.081866937,0.008757316,0.307104979,0.398128735
838,0.000356525,0.028950224,0.008827431,0.201183326,0.239352292
839,0.000360909,0.147202990,0.008750724,0.201701841,0.358057970
840,0.000364398,0.034805546,0.008939691,0.200777967,0.244925619
841,0.000368813,0.045862275,0.008828487,0.200564295,0.255660321
842,0.000359149,0.032751773,0.008828423,0.202721111,0.244699242
843,0.000365934,0.087717330,0.008958860,0.202233925,0.299314866
844,0.000361613,0.045087078,0.008764356,0.201501193,0.255751972
845,0.000361934,0.065531548,0.008778214,0.203249770,0.277960155
846,0.000398703,0.026516183,0.008774661,0.203454323,0.239180894
847,0.000421391,0.060353532,0.008899754,0.203041123,0.272756378
848,0.000371470,0.053055758,0.008755685,0.202298119,0.264513928
849,0.000366638,0.035387775,0.008826791,0.203935940,0.248553497
850,0.000358733,0.036929848,0.009249719,0.201562892,0.248137322
851,0.000360077,0.026253453,0.008677217,0.202462510,0.237788330
852,0.000360717,0.060285530,0.008749989,0.202509007,0.271941371
853,0.000351277,0.024240579,0.008782373,0.203225833,0.236635199
854,0.000360877,0.057964931,0.008706114,0.202673654,0.269739946
855,0.000410031,0.026905093,0.008866601,0.202840891,0.239057818
856,0.000366606,0.027380535,0.008757668,0.203687962,0.240228965
857,0.000353997,0.045136584,0.008853928,0.203450130,0.257828529
858,0.000363950,0.021744933,0.008703842,0.203304620,0.234153859
859,0.000381326,0.030418439,0.008803782,0.204965962,0.244608039
860,0.000275530,0.024893531,0.008691842,0.203097509,0.236995181
861,0.000270474,0.033281041,0.008583838,0.203880642,0.246051613
862,0.000268458,0.011954907,0.009200917,0.203787903,0.225255834
863,0.000254922,0.034025645,0.008714179,0.205447292,0.248473622
864,0.000255369,0.027076812,0.008822631,0.204475416,0.240664021
865,0.000271050,0.020183180,0.008788581,0.205070638,0.234345739
866,0.000267978,0.050564881,0.008757924,0.205165170,0.264791251
867,0.000265545,0.012618195,0.008980332,0.204260912,0.226166556
868,0.000262346,0.028045839,0.008800166,0.206441985,0.243582657
869,0.000262345,0.016649288,0.008662593,0.207009238,0.232616203
870,0.000285066,0.031586483,0.008773029,0.206860081,0.247539220
